DIM_FINANCE_CONTRACT_LINE_ID,CONTRACT_LINE_UNIQUE_ID,CONTRACT_NUMBER,CONTRACT_LINE,PRODUCT_DESC,METERED_AVAILABLE,QUANTITY_UNIT,ACTIVE_STATUS,EFFECTIVE_START_DATE,EFFECTIVE_END_DATE,PRICE_ADJUST_DATE,IND_USE_CPI_INFLATION,UPDATED_AT,UPDATED_BY,EXTRACTED_AT,DIM_START_DATE,DIM_END_DATE,DIM_LAST_MODIFIED_DATE,DIM_CURRENT_RECORD
18123094081066864014,12212917838699498756,CONGHA00-2021-00002,4000,Metered Energy (EMetered) - Phase 2,metered,KWH,1,2025-02-01,2030-02-28,2025-11-01,0,2026-01-06,BRON,2026-01-07 01:00:00.322,2026-01-06 00:00:00.000,2100-12-31 00:00:00.000,2026-01-06,1
4040793895436664024,16489650132358944030,CONSLL02-2025-00003,3000,Diesel Allocation - May 2025,N/A,KWH,1,2025-10-01,2035-11-30,1753-01-01,0,2025-11-19,BRON,2025-11-20 01:00:02.241,1900-01-01 00:00:00.000,2025-12-03 23:59:59.999,2025-11-19,0
17589694445893536859,16489650132358944030,CONSLL02-2025-00003,3000,Diesel Allocation - May 2025,N/A,KWH,1,2025-10-01,2035-11-30,1753-01-01,0,2025-12-04,BRON,2025-12-05 01:00:00.405,2025-12-04 00:00:00.000,2026-01-05 23:59:59.999,2025-12-04,0
2678847689709422239,16489650132358944030,CONSLL02-2025-00003,3000,Diesel Allocation - May 2025,N/A,KWH,0,2025-10-01,2035-11-30,1753-01-01,0,2026-01-06,CARLA,2026-01-06 10:00:01.413,2026-01-06 00:00:00.000,2100-12-31 00:00:00.000,2026-01-06,1
2854074857057904855,12010396173948618007,CONCBEH0-2021-00006,2000,Metered Energy (EMetered),,KWH,0,2021-02-01,2035-02-28,1753-01-01,0,2024-10-02,CARLA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2100-12-31 00:00:00.000,2024-10-02,1
12286103790499860338,14771095389500298754,CONNIG00-2021-00002,9000,Early Operating Energy Phase 2,N/A,KWH,1,2024-11-01,2036-03-31,2025-03-01,0,2025-03-13,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-03-26 23:59:59.999,2025-03-13,0
15367636160760525457,14771095389500298754,CONNIG00-2021-00002,9000,Early Operating Energy Phase 2,N/A,KWH,0,2024-11-01,2036-03-31,2025-03-01,0,2025-03-27,CARLA,2025-03-28 01:00:01.132,2025-03-27 00:00:00.000,2025-05-05 23:59:59.999,2025-03-27,0
12355882831219994546,14771095389500298754,CONNIG00-2021-00002,9000,Early Operating Energy Phase 2,N/A,KWH,0,2024-11-01,2036-03-31,2025-03-01,0,2025-05-06,JMWA,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2100-12-31 00:00:00.000,2025-05-06,1
14766953140989692764,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-03-05,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-01 23:59:59.999,2025-03-05,0
5617287373934401982,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-04-02,CARLA,2025-04-03 01:00:02.121,2025-04-02 00:00:00.000,2025-04-02 23:59:59.999,2025-04-02,0
4927809267988855730,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-04-03,JMWA,2025-04-04 01:00:01.062,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
16500132827247351816,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
5885527207603055600,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-05-06,JMWA,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-05-07 23:59:59.999,2025-05-06,0
14390316599664649066,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-05-08,JMWA,2025-05-09 01:00:01.117,2025-05-08 00:00:00.000,2025-06-03 23:59:59.999,2025-05-08,0
7079518730459332273,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-06-04,BRON,2025-06-05 01:00:02.305,2025-06-04 00:00:00.000,2025-07-01 23:59:59.999,2025-06-04,0
10680492166343563156,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,1,2023-02-01,2043-05-03,2024-01-01,0,2025-07-02,BRON,2025-07-02 12:00:03.034,2025-07-02 00:00:00.000,2025-07-02 23:59:59.999,2025-07-02,0
16061883459437738782,3699137197077502482,CONMAD00-2023-00001,3000,BESS Capacity Charge,N/A,KWH,0,2023-02-01,2043-05-03,2024-01-01,0,2025-07-03,CARLA,2025-07-03 09:00:01.157,2025-07-03 00:00:00.000,2100-12-31 00:00:00.000,2025-07-03,1
9213619270010976788,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-03-04,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-02 23:59:59.999,2025-03-04,0
7779079476262742293,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-04-03,JMWA,2025-04-04 01:00:01.062,2025-04-03 00:00:00.000,2025-04-03 23:59:59.999,2025-04-03,0
6538030331960634569,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-04-04,JMWA,2025-04-05 01:00:10.880,2025-04-04 00:00:00.000,2025-05-01 23:59:59.999,2025-04-04,0
2434548435095767692,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-05-02,CARLA,2025-05-03 01:00:01.606,2025-05-02 00:00:00.000,2025-05-04 23:59:59.999,2025-05-02,0
874409653274455303,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
6291038603232752075,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-05-06,BRON,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-05-07 23:59:59.999,2025-05-06,0
10252361278425170025,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-05-08,JMWA,2025-05-09 01:00:01.117,2025-05-08 00:00:00.000,2025-06-02 23:59:59.999,2025-05-08,0
8007985370161272795,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-06-03,BRON,2025-06-04 01:00:01.354,2025-06-03 00:00:00.000,2025-07-01 23:59:59.999,2025-06-03,0
12849834502804510686,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-07-02,BRON,2025-07-03 01:00:02.828,2025-07-02 00:00:00.000,2025-08-03 23:59:59.999,2025-07-02,0
12731561337728373344,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-08-04,BRON,2025-08-05 01:00:02.324,2025-08-04 00:00:00.000,2025-09-02 23:59:59.999,2025-08-04,0
15934822711806495543,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-09-03,BRON,2025-09-04 01:00:00.323,2025-09-03 00:00:00.000,2025-10-02 23:59:59.999,2025-09-03,0
12301053963737111660,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-10-03,BRON,2025-10-03 13:00:01.765,2025-10-03 00:00:00.000,2025-11-03 23:59:59.999,2025-10-03,0
4980906402376680031,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-11-04,BRON,2025-11-04 13:00:02.397,2025-11-04 00:00:00.000,2025-12-01 23:59:59.999,2025-11-04,0
11307894362568566187,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2025-12-02,BRON,2025-12-02 11:00:01.036,2025-12-02 00:00:00.000,2026-01-04 23:59:59.999,2025-12-02,0
636531795553971732,2069257994463054735,CONKEN00-2021-00002,1000,Loisaba HQ (EMetered),metered,KWH,1,2021-04-01,2029-10-31,2025-03-01,1,2026-01-05,BRON,2026-01-06 01:00:01.163,2026-01-05 00:00:00.000,2100-12-31 00:00:00.000,2026-01-05,1
11783067680743598881,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-03-04,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-02 23:59:59.999,2025-03-04,0
5193347349665777328,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-04-03,JMWA,2025-04-03 09:16:37.301,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
1778870838253887764,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
13989598146130696105,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-05-06,BRON,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-06-02 23:59:59.999,2025-05-06,0
7809289511650117835,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-06-03,BRON,2025-06-03 14:00:00.607,2025-06-03 00:00:00.000,2025-07-01 23:59:59.999,2025-06-03,0
9130224180950643507,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-07-02,BRON,2025-07-02 12:00:03.034,2025-07-02 00:00:00.000,2025-08-03 23:59:59.999,2025-07-02,0
7460015081512866834,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-08-04,BRON,2025-08-04 14:00:01.686,2025-08-04 00:00:00.000,2025-09-01 23:59:59.999,2025-08-04,0
12996278398244159601,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-09-02,ADMIN,2025-09-03 01:00:02.811,2025-09-02 00:00:00.000,2025-09-02 23:59:59.999,2025-09-02,0
10140518660108270039,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-09-03,BRON,2025-09-03 09:00:02.898,2025-09-03 00:00:00.000,2025-09-09 23:59:59.999,2025-09-03,0
17556450362801121739,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-09-10,BRON,2025-09-11 01:00:02.221,2025-09-10 00:00:00.000,2025-10-01 23:59:59.999,2025-09-10,0
6296582267163976366,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-10-02,BRON,2025-10-02 13:00:01.906,2025-10-02 00:00:00.000,2025-11-03 23:59:59.999,2025-10-02,0
9793315692066866984,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-11-04,BRON,2025-11-05 01:00:00.566,2025-11-04 00:00:00.000,2025-12-02 23:59:59.999,2025-11-04,0
15751420875860037864,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2025-12-03,BRON,2025-12-03 09:00:01.440,2025-12-03 00:00:00.000,2026-01-05 23:59:59.999,2025-12-03,0
14414445472418132681,17724832954463291675,CONGHA00-2021-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2021-01-01,2035-12-31,2025-01-01,1,2026-01-06,BRON,2026-01-07 01:00:00.322,2026-01-06 00:00:00.000,2100-12-31 00:00:00.000,2026-01-06,1
2742772864267093991,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-03-13,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-03-26 23:59:59.999,2025-03-13,0
6565829238481035064,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-03-27,CARLA,2025-03-28 01:00:01.132,2025-03-27 00:00:00.000,2025-04-02 23:59:59.999,2025-03-27,0
9307019135099142877,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-04-03,JMWA,2025-04-03 09:16:37.301,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
7945938201237176317,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
1974261923925936104,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-05-06,JMWA,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-06-03 23:59:59.999,2025-05-06,0
10070006749431275976,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-06-04,BRON,2025-06-04 11:00:02.326,2025-06-04 00:00:00.000,2025-07-01 23:59:59.999,2025-06-04,0
5017710319163976581,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-07-02,BRON,2025-07-02 12:00:03.034,2025-07-02 00:00:00.000,2025-08-03 23:59:59.999,2025-07-02,0
2520893098499852109,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-08-04,BRON,2025-08-05 01:00:02.324,2025-08-04 00:00:00.000,2025-09-02 23:59:59.999,2025-08-04,0
8479665387127622627,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-09-03,BRON,2025-09-04 01:00:00.323,2025-09-03 00:00:00.000,2025-10-02 23:59:59.999,2025-09-03,0
2781918262015689850,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-10-03,BRON,2025-10-04 01:00:02.898,2025-10-03 00:00:00.000,2025-11-04 23:59:59.999,2025-10-03,0
17588644370909634283,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-11-05,BRON,2025-11-06 01:00:01.471,2025-11-05 00:00:00.000,2025-12-02 23:59:59.999,2025-11-05,0
9487233642735832112,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2025-12-03,BRON,2025-12-04 01:00:00.092,2025-12-03 00:00:00.000,2026-01-04 23:59:59.999,2025-12-03,0
15853947523822905867,9916550313842372826,CONNIG00-2021-00002,6000,Generator (EMetered) Phase 1,metered,KWH,1,2021-03-01,2036-03-31,2025-03-01,0,2026-01-05,BRON,2026-01-06 01:00:01.163,2026-01-05 00:00:00.000,2100-12-31 00:00:00.000,2026-01-05,1
15078081518451429977,11176202901900981673,CONKEN00-2023-00009,2000,Metered Energy (EMetered) - Combined,N/A,KWH,0,2023-11-01,2044-12-31,2026-01-01,0,2025-02-05,CARLA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2100-12-31 00:00:00.000,2025-02-05,1
8381394973835761500,5022347085519277790,CONMAD00-2023-00001,7000,Metered Energy (EMetered) Wind,metered,KWH,0,2025-06-01,2043-05-03,2026-01-01,0,2025-04-02,CARLA,2025-04-03 01:00:02.121,1900-01-01 00:00:00.000,2025-07-02 23:59:59.999,2025-04-02,0
17969005177279168887,5022347085519277790,CONMAD00-2023-00001,7000,Metered Energy (EMetered) Wind,metered,KWH,0,2025-06-01,2043-05-03,2026-01-01,0,2025-07-03,CARLA,2025-07-03 09:00:01.157,2025-07-03 00:00:00.000,2100-12-31 00:00:00.000,2025-07-03,1
13039254075590863954,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2024-10-24,0,2025-03-05,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-01 23:59:59.999,2025-03-05,0
1587336174765741503,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-04-02,CARLA,2025-04-02 11:40:58.409,2025-04-02 00:00:00.000,2025-04-02 23:59:59.999,2025-04-02,0
10816543273338321601,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-04-03,JMWA,2025-04-04 01:00:01.062,2025-04-03 00:00:00.000,2025-05-04 23:59:59.999,2025-04-03,0
17096999932501115531,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-05-05,CARLA,2025-05-06 01:00:01.226,2025-05-05 00:00:00.000,2025-05-05 23:59:59.999,2025-05-05,0
891757361001451277,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-05-06,BRON,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-06-03 23:59:59.999,2025-05-06,0
6281886130123145023,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-06-04,BRON,2025-06-04 12:00:00.652,2025-06-04 00:00:00.000,2025-07-01 23:59:59.999,2025-06-04,0
14751688958171172633,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-07-02,BRON,2025-07-03 01:00:02.828,2025-07-02 00:00:00.000,2025-08-03 23:59:59.999,2025-07-02,0
11522165662742026817,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-08-04,BRON,2025-08-05 01:00:02.324,2025-08-04 00:00:00.000,2025-09-02 23:59:59.999,2025-08-04,0
4387937510794316255,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-09-03,BRON,2025-09-04 01:00:00.323,2025-09-03 00:00:00.000,2025-10-02 23:59:59.999,2025-09-03,0
13581344154982877192,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-10-03,BRON,2025-10-03 13:00:01.765,2025-10-03 00:00:00.000,2025-11-03 23:59:59.999,2025-10-03,0
15303249773382733434,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-11-04,BRON,2025-11-04 13:00:02.397,2025-11-04 00:00:00.000,2025-12-01 23:59:59.999,2025-11-04,0
15183054411144654856,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2025-12-02,BRON,2025-12-02 11:00:01.036,2025-12-02 00:00:00.000,2026-01-04 23:59:59.999,2025-12-02,0
1583876976641187420,14505628705858712600,CONKEN00-2023-00011,4000,Metered Energy (EMetered) - Site A,metered,KWH,1,2024-09-01,2043-11-01,2025-11-01,0,2026-01-05,BRON,2026-01-06 01:00:01.163,2026-01-05 00:00:00.000,2100-12-31 00:00:00.000,2026-01-05,1
6889662687132505440,902850944879503893,CONEGY00-2023-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2023-10-01,2048-08-30,2039-01-01,0,2025-03-05,JMWA,2025-03-25 01:00:01.342,1900-01-01 00:00:00.000,2025-04-02 23:59:59.999,2025-03-05,0
16592050348497412278,902850944879503893,CONEGY00-2023-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2023-10-01,2048-08-30,2039-01-01,0,2025-04-03,JMWA,2025-04-03 09:16:37.301,2025-04-03 00:00:00.000,2025-04-21 23:59:59.999,2025-04-03,0
9377657034952938716,902850944879503893,CONEGY00-2023-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2023-10-01,2048-08-30,2039-01-01,0,2025-04-22,MUCF,2025-04-23 01:00:01.575,2025-04-22 00:00:00.000,2025-05-05 23:59:59.999,2025-04-22,0
8268754606237533584,902850944879503893,CONEGY00-2023-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2023-10-01,2048-08-30,2039-01-01,0,2025-05-06,BRON,2025-05-07 01:00:00.511,2025-05-06 00:00:00.000,2025-05-06 23:59:59.999,2025-05-06,0
2884541602802590636,902850944879503893,CONEGY00-2023-00001,2000,Available Energy (EAvailable),N/A,KWH,1,2023-10-01,2048-08-30,2039-01-01,0,2025-05-07,JMWA,2025-05-08 01:00:00.854,2025-05-07 00:00:00.000,2025-07-01 23:59:59.999,2025-05-07,0
